"No","Nama Perusahaan","Merek Dagang","Kota","Alamat","Telepon/WA","Email","Website","Jenis","Link HIMPUH","Status Follow-up","Catatan"
"71","PT. Mideast Express","Mideast Tour","Jakarta","Jl. Lapangan Roos Raya No. 8, Tebet, Jakarta Selatan, DKI Jakarta, 12480","+62218304602","mideast_2002@yahoo.com, salmin_saleh@yahoo.com","www.mideastour.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/136","Belum dihubungi",""
"72","PT. Gaido Azza Darussalam Indonesia","Gaido Travel & Tours","Jakarta","Jl. Kyai Caringin No. 5 Cideng Jakarta Pusat, Gambir, Jakarta Pusat, DKI Jakarta, 10150","+622134834400","haji@gaidotravel.com, umroh@gaidotravel.com","www.gaidotravel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/139","Belum dihubungi",""
"73","PT. Witami Prabuana Cipta","WITAMI TOURS & TRAVEL","Jakarta","Jl. Rawajati Timur Raya No. 2, Pancoran, Jakarta Selatan, DKI Jakarta, 12750","+62217974461","eks.anggota.himpuh@gmail.com","www.witamitravel.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/140","Belum dihubungi",""
"74","PT. Zamzam Sumbula Thoyyiba","Zamzam Travel","Jakarta","Jalan Panglima Polim V no 4 keb baru Melawai Jakarta Selatan , Kebayoran Baru, Jakarta Selatan, DKI Jakarta","+622127092009","zamzamst@gmail.com","www.zamzamsumbula.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/141","Belum dihubungi",""
"75","PT. Minamas Angkasa Sakti","PT. MINAMAS ANGKASA SAKTI","Jakarta","Jl. Bendungan Hilir Raya No. 18 Rt. 002 RW. 004 Kel. Bendungan Hilir Kec. Tanah Abang Kota Administrasi Jakarta Pusat Provinsi Daerah Khusus Ibukota Jakarta, Tanah Abang, Jakarta Pusat, DKI Jakarta, 10210","+620215735556","minamas_tours@yahoo.co.id","www.minamastravel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/143","Belum dihubungi",""
"76","PT. Biro Perjalanan Wisata Razek Tour & Travel","RAZEK TOURS","Jakarta","Jl. Bendungan Hilir Raya No.18, Tanah Abang, Jakarta Pusat, DKI Jakarta, 10210","+62215732040","razektour_visa@yahoo.co.id, razektour.haji@yahoo.com","www.razektour.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/144","Belum dihubungi",""
"77","PT. Al Amsor Mubarokah Wisata","AMSOR TOUR","Jakarta","Bona Indah Plaza A2-A5, Jl. Karang Tengah Raya, Cilandak, Jakarta Selatan, DKI Jakarta, 12440","+62217944825","alamsorwisata@yahoo.co.id","www.al-amsor.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/145","Belum dihubungi",""
"78","PT. Alfir Wisata","ALFIR TOUR & TRAVEL","Jakarta","Jl. Taman Makam Pahlawan Kalibata No. 1, Pancoran, Jakarta Selatan, DKI Jakarta, 12760","+622122793053","alfir_wisatautama@yahoo.com, visa_alfir@yahoo.com","www.alfirwisata.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/148","Belum dihubungi",""
"79","PT. Arnusaid Tour & Travel","ARNUSSA TOUR","Jakarta","Jl. Bendungan Hilir Iv No. 18, Tanah Abang, Jakarta Pusat, DKI Jakarta, 10210","+62215735505","arnussatour@yahoo.com, arnussatour.travel@gmail.com","-","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/149","Belum dihubungi",""
"80","PT. As-syirbani Mandiri Wisata","SAMAWA TOUR","Jakarta","Jl. Asem Baris Raya No. 8c, Tebet, Jakarta Selatan, DKI Jakarta, 12830","+622183787992","eks.anggota.himpuh@gmail.com","www.samawatour.co.id","Biro Perjalanan Wisata (BPW)","https://himpuh.or.id/daftar-anggota/detail/150","Belum dihubungi",""
"81","PT. Basmah Aryo Wisata","BASMAH TOUR","Jakarta","Graha Mas Fatmawati Blok A 31, Kebayoran Baru, Jakarta Selatan, DKI Jakarta, 12150","+62217202356","maghfiroh_basmah@yahoo.com, maghfiroh02basmah@gmail.com","www.basmah@yahoo.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/152","Belum dihubungi",""
"82","PT. Bina Kreasi Pesona Selaras","BINA WISATA","Jakarta","Jl. Palbatu Raya No. 6 Casablanca No. 6 Rt. 001/rw. 004, Tebet, Jakarta Selatan, DKI Jakarta, 12810","+62218353811","eks.anggota.himpuh@gmail.com","www.binawisata.com","Biro Perjalanan Wisata (BPW)","https://himpuh.or.id/daftar-anggota/detail/153","Belum dihubungi",""
"83","PT. Farah Faza Astatama","FARFAZA","Jakarta","Jl. Kramat II No.59 Kwitang, Senen, Jakarta Pusat, Senen, Jakarta Pusat, DKI Jakarta, 10430","+62213908429","farfaza_jkt@yahoo.co.id, saodahfarfaza@gmail.com","www.farfazatravel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/156","Belum dihubungi",""
"84","PT. Flywell Travel","PT. Flywell Travel Indonesia","Jakarta","Jl. Jend. Sudirman Kav. 3-4, Tanah Abang, Jakarta Pusat, DKI Jakarta, 10210","+62215711000","eks.anggota.himpuh@gmail.com","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/157","Belum dihubungi",""
"85","PT. Gadika Expressindo","Gadika","Jakarta","Jl. Bulak Rantai No.1c, Kramat Jati, Jakarta Timur, DKI Jakarta, 13510","+622180888682","gadika_travel@yahoo.com, diana_gadika@yahoo.com","www.gadikaexpressindo.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/158","Belum dihubungi",""
"86","PT. Biro Perjalanan Wisata Helutrans Alhaadi Ziarah","Haztour","Jakarta","Ruko Puri Sentra Niaga Blok A No.5-6, Cipinang Melayu, Makasar, Makasar, Jakarta Timur, DKI Jakarta, 13620","+622186601315","nadjibsalim@ymail.com, fudhorihaztour@ymail.com, helutransalhaadiziarahtour@gmail.com","www.haztour.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/160","Belum dihubungi",""
"87","PT. Biro Perjalanan Wisata Hudaya Safari","HUDAYA SAFARI TRAVEL","Jakarta","Gedung Dewan Da'wah Lt.3 Jl. Raya Kebon Jeruk No. 12 Kelurahan Kebon Jeruk Kecamatan Kebon Jeruk Kota Jakarta Barat, Kebon Jeruk, Jakarta Barat, DKI Jakarta, 10450","+622131900306","hudayasafari@gmail.com, info@hudayasafari.com","www.hudayasafari.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/161","Belum dihubungi",""
"88","PT. Khalifa Wisata","KHATRAV","Jakarta","Bukit Podomoro Business Park, Jl. I GUsti Ngurah Rai No. 20, Klender, Duren Sawit, Jakarta Timur, DKI Jakarta","+622183794854","khalifa_wisata@yahoo.co.id, khalifawisata29@gmail.com","www.khalifatravel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/162","Belum dihubungi",""
"89","PT. Khalifa International Bussiness","KHALIFA HAJJ","Jakarta","Jl. Basuki Rahmat No. 25, Jatinegara, Jakarta Timur, DKI Jakarta, 13350","+62218517262","umrah@asiawisata.com, info@asiawisata.com","www.khalifahajj.travel","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/163","Belum dihubungi",""
"90","PT. Marwah Sari Utama","Marwah","Jakarta","Jl. Asembaris Raya No.1-b, Tebet, Jakarta Selatan, DKI Jakarta, 12830","+622183702761","visa@marwah.co.id, haji@marwah.co.id","www.marwah.co.id","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/167","Belum dihubungi",""
"91","PT. Mutiara Lima Wisata","Mutiara Tour & Travel","Jakarta","Jl. Raya Pasar Minggu No. 13, Pancoran, Jakarta Selatan, DKI Jakarta, 12780","+62217995473","mutiara5wisata@yahoo.com, mutiaralimawisata19@gmail.com","-","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/168","Belum dihubungi",""
"92","PT. Oriana Cakrawala","CAKRAWALA TOUR","Jakarta","Jl. Brigjend. Katamso No. 33, Palmerah, Jakarta Barat, DKI Jakarta, 11420","+622129414761","orianacakrfawala67@yahoo.com, orianacakrawala67@gmail.com","www.orianacakrawala.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/169","Belum dihubungi",""
"93","PT. Pacto Tour & Travel","PACTO","Jakarta","Wisma Agung Lt. 1  Jl. Taman Kemang No. 21 , Mampang Prapatan, Jakarta Selatan, DKI Jakarta, 12730","+62217196550","herman@pactoltd.com, cs_umrohhaji@pactoltd.com","www.pactoltd.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/170","Belum dihubungi",""
"94","PT. Panji Mas Wisata","PASWITA","Jakarta","Jl. Tebet Raya No. 32, Tebet, Jakarta Selatan, DKI Jakarta, 12810","+622129465368","panjimaswisata.hajiumrah@gmail.com, alip@kuwais.net, panjimaswisata1@gmail.com","www.panjimaswisata.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/171","Belum dihubungi",""
"95","PT. Raudhah Amani Wisata","RAMANI","Jakarta","Jl. Asembaris Raya No.1-a, Tebet, Jakarta Selatan, DKI Jakarta, 12830","+62218298383","visa@ramani.co.id, umrah.ramani@gmail.com","www.ramani.co.id","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/176","Belum dihubungi",""
"96","PT. Sandhora Wahana Wisata","SWW TRAVEL","Jakarta","Jl. Gaharu 1 No. 92kel: Cipete Selatan, Cilandak, Jakarta Selatan, DKI Jakarta, 12410","+62217512250","sowait@gmail.com, athalla.ardana@gmail.com","www.sandhoratravel.id","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/178","Belum dihubungi",""
"97","PT. Swadharma Travelindo","SWATRAVEL","Jakarta","Jl. Pos Pengumben Raya No. 18 B, Kebon Jeruk, Jakarta Barat, DKI Jakarta, 11560","+622153651555","swadharma_travelindo@yahoo.com, visa.swadharma@gmail.com","www.swatrav.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/182","Belum dihubungi",""
"98","PT. Wukuf Wisata Indonesia","WUKUF WISATA INDONESIA","Jakarta","Rukan Avenue, Jakarta Garden City No. 8-099 Kel. Cakung Timur, Cakung, Jakarta Timur, DKI Jakarta, 13910","+622188957656","wukufindonesia@yahoo.com","www.wukufwisataind.simplesite.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/183","Belum dihubungi",""
"99","PT. Diyo Siba Tour & Travel","Diyo Siba","Jakarta","Jl. Pacuan Kuda Raya No. 03 Rt. 11/11, Pulo Gadung, Jakarta Timur, DKI Jakarta, 13210","+622147863319","eks.anggota.himpuh@gmail.com","www.diyosiba.com","Biro Perjalanan Wisata (BPW)","https://himpuh.or.id/daftar-anggota/detail/185","Belum dihubungi",""
"100","PT. El - Atieq Tour & Travel","El - Atieq","Jakarta","Jl. Kalimalang Raya Blok N/2a Rt. 02/10, Duren Sawit, Jakarta Timur, DKI Jakarta, 13450","+622122865863","eks.anggota.himpuh@gmail.com","www.elatieq.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/186","Belum dihubungi",""
"101","PT. Safira Perdana","SAFINA TOURS & TRAVEL SERVICES","Jakarta","GRAHA WIYARTA, Jl. Cempaka Putih Tengah I No. 5D, Cempaka Putih, Jakarta Pusat, DKI Jakarta, 10510","+62214203999","eks.anggota.himpuh@gmail.com","www.safina.co.id","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/189","Belum dihubungi",""
"102","PT. Manajemen Qolbu Tauhiid","MQ TRAVEL","Jakarta","Jl. Cisanggiri  I No. 2A, Kebayoran Baru, Jakarta Selatan, DKI Jakarta, 12170","+62217235255","csmqtravel@gmail.com, rinnuhidayati@gmail.com","www.mqtravel.co.id","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/192","Belum dihubungi",""
"103","PT. Mulia Pacific","MULIA PACIFIC","Jakarta","Jl. Radio Dalam Raya No. 16b, Kebayoran Baru, Jakarta Selatan, DKI Jakarta, 12140","+62217229001","muliapacific.tour@yahoo.com","-","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/194","Belum dihubungi",""
"104","PT. Al Amin Ahsan Travel","Alisan Tour & Travel","Jakarta","Graha Alisan, Jl. Asem Baris Raya No. 126/3, Kebon Baru, Tebet, Tebet, Jakarta Selatan, DKI Jakarta, 12830","+62218301010","x@himpuh.or.id","www.alisantour.co.id","Biro Perjalanan Wisata (BPW)","https://himpuh.or.id/daftar-anggota/detail/195","Belum dihubungi",""
"105","PT. Mutiara Ajwah Mandiri","AJWAH TOURS & TRAVEL","Bekasi","JL. SETIA RAYA NO.01, RT.18/07, Pondok Gede, Bekasi, Jawa Barat, 17411","+622184903654","ajwahtour@yahoo.com","www.ajwahtour.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/197","Belum dihubungi",""
"106","PT. Alkhalid Jaya Megah","JAYA MEGAH TOUR","Jakarta","Jl. Panglima Polim Raya No. 21c, Kebayoran Baru, Jakarta Selatan, DKI Jakarta, 12160","+622172789049","eks.anggota.himpuh@gmail.com","www.jayamegah-tour.com","Biro Perjalanan Wisata (BPW)","https://himpuh.or.id/daftar-anggota/detail/198","Belum dihubungi",""
"107","PT. Pantravel","PANTRAVEL","Jakarta","Jl. Dr. Saharjo No.96a, Setia Budi, Jakarta Selatan, DKI Jakarta, 12960","+62218291008","alhijrah@pantravel.co.id, nanang@pantravel.co.id","www.pantravel.co.id","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/201","Belum dihubungi",""
"108","PT. Anamona Tour & Travel","PT. ANAMONA TOUR & TRAVEL","Jakarta","Jl. Inspeksi Saluran Kalimalang No. 4D RT.4 RW.4, Kel. Pondok Bambu, Duren Sawit, Jakarta Timur, DKI Jakarta, 13430","+622129622387","anamonatour_2011@yahoo.com, fadhilaskar.71@gmail.com","www.anamonatour.co.id","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/202","Belum dihubungi",""
"109","PT. Arie Tour & Travel","ARIE TOUR & TRAVEL","Bekasi","Ruko Kalimas, Jl. Chairil Anwar Blok B No. 12, Babelan, Bekasi, Jawa Barat, 17113","+622188347537","info_arietours@yahoo.com","www.arietours.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/203","Belum dihubungi",""
"110","PT. Arston Pesona Indonesia","ARSTON TOURS","Jakarta","Jl. RC Veteran Raya No. 6, Pesanggrahan, Jakarta Selatan, DKI Jakarta, 12330","+62217375767","arstonpesona@gmail.com, arston.marketing@gmail.com","www.arstontours.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/204","Belum dihubungi",""
"111","PT. Qifaya Tour & Travel","Qifaya Umroh Haji","Jakarta","Jl. Kayu Jati Iii No. 1 Pulogadung, Pulo Gadung, Jakarta Timur, DKI Jakarta, 13210","+62214709798","qifayatravel@ymail.com, qifaya.umroh@gmail.com","www.qifaya.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/205","Belum dihubungi",""
"112","PT. Safa Insan Armani","SHOFA TOUR","Jakarta","Gedung Grand Slipi Lat. 9 Unit K, Jl. Letjen S. Parman Kav 22-24 Slipi Palmerah , Palmerah, Jakarta Barat, DKI Jakarta, 11480","+622129865841","shofa.tour@yahoo.com","www.shofatour.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/207","Belum dihubungi",""
"113","PT. Sari Ramada Arafah","Sari Ramada Travel","Jakarta","Hotel Kartika Chandra 003 Arcade G 001-003, Jl. Gatot Subroto, Setia Budi, Jakarta Selatan, DKI Jakarta, 12710","+62215210818","travel@sariramada.com, sariramadajkt@yahoo.com","www.sariramada.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/211","Belum dihubungi",""
"114","PT. Batemuri Tours","Batemuri Tours","Jakarta","Gedung Menara Hijau Lt. 3 Ruang 304, Jl. Mt. Haryono Kav.3, Pancoran, Jakarta Selatan, DKI Jakarta, 12770","+62217985920","batemuri@cbn.net.id","www.batemuritours.co.id","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/212","Belum dihubungi",""
"115","PT. Bayuaji Dunia Wisata","BAYUAJI TOUR","Jakarta","Gedung Wisma Bayuaji Lt. 4 Jl. Gandaria Iii No. 44 Kramat Pela, Kebayoran Baru, Kebayoran Baru, Jakarta Selatan, DKI Jakarta, 12130","+62217232274","bayuajitour@yahoo.com, bayuajitur@yahoo.com","www.bayuajitravel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/213","Belum dihubungi",""
"116","PT. Biro Perjalanan Wisata Cordova Abila","PT. CORDOVA ABILA Travel","Jakarta","Jl. Kemang Timur Raya No. 48, Mampang Prapatan, Jakarta Selatan, DKI Jakarta, 12730","+62217194808","mailbox@cordova-travel.com, cordova.abila@yahoo.com","www.cordova-travel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/215","Belum dihubungi",""
"117","PT. Tauba Zakka Atkia","Tazkia Tours & Travel","Jakarta","Crown Plaza Blok B-01, Jl. Prof. Dr. Soepomo No. 231 Menteng Dalam - Tebet, Tebet, Jakarta Selatan, DKI Jakarta, 12870","+622183787401","tazkiatravel@yahoo.com","www.tazkiatravel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/218","Belum dihubungi",""
"118","PT. Blang Ponte Tours & Travel","BLANG PONTE TOURS","Jakarta","Gedung Daniprisma Lt.2, Jl. Sultan Hasanuddin No. 47-48, Kebayoran Baru, Jakarta Selatan, DKI Jakarta, 12160","+62217205444","eks.anggota.himpuh@gmail.com","www.blangponte.co.id","Biro Perjalanan Wisata (BPW)","https://himpuh.or.id/daftar-anggota/detail/219","Belum dihubungi",""
"119","PT. Blocking Ticket Center","ALARAF BTC TRAVEL","Jakarta","Jl. Buncit Raya No. 10.c Pejaten Pasar Minggu, Pasar Minggu, Jakarta Selatan, DKI Jakarta, 12550","+62217812484","alibtctour@gmail.com, info@btctour.com","www.btctravel.co.id","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/221","Belum dihubungi",""
"120","PT. Centig Tour Wisata","CENTIG TOUR","Jakarta","Rasuna office Park unit ZO-07, Setia Budi, Jakarta Selatan, DKI Jakarta, 12940","+622165860504","tourcentig@gmail.com","www.umrohaji.net","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/222","Belum dihubungi",""
"121","PT. Chandragama Muda","PT. CHANDRAGAMA MUDA","Jakarta","Jl. Taman Citra Garden 2 Blok H-1/28, Pegadungan, Kalideres, Jakarta Barat, DKI Jakarta, 11830","+62216199175","eks.anggota.himpuh@gmail.com","www.mudatur.com","Biro Perjalanan Wisata (BPW)","https://himpuh.or.id/daftar-anggota/detail/223","Belum dihubungi",""
"122","PT. Fazary Wisata","Fazary Wisata","Tangerang","Ruko Prima Bintaro Blok. D, Jl. Wr. Supratman No. 53 Sektor 3 Bintaro Jaya, Ciputat Timur, Tangerang Selatan, Banten, 15412","+62217371095","fazary96@yahoo.com, juli@fazarywisata.com","www.fazarywisata.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/224","Belum dihubungi",""
"123","PT. Tripuri Wisata","Tripuri Travel","Jakarta","Jl. Raya Perjuangan No. 12 Rt.09/07, Kebon Jeruk, Jakarta Barat, DKI Jakarta, 11530","+62215324477","info@tripuri.com","www.tripurigroup.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/227","Belum dihubungi",""
"124","PT. Tunas Rizki Semesta","Tunastours","Bekasi","Graha Persada 2 Lt.1 Lobby Unit B, Jl. KH. Noer Ali No. 89A, Babelan, Bekasi, Jawa Barat, 17144","+622129572908","pttunasrizkisemesta@gmail.com, info@tunastours.com, rastika.tunastours@gmail.com","www.tunastours.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/230","Belum dihubungi",""
"125","PT. Turisina Buana","Tibi tours","Jakarta","Jl. Balai Putaka Timur Raya No. 39 Blok. A-6 Rawamangun, Pulo Gadung, Jakarta Timur, DKI Jakarta, 13220","+62214709933","welcome@tibitour.com, ikathati@tibitour.com","www.tibitour.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/231","Belum dihubungi",""
"126","PT. Yatsrib Daarul Ulum","YATSRIB TOUR & TRAVEL","Tangerang","Ruko Cileduk Center Blok. B7, Jl. Yos Cokroaminoto, Balaraja, Tangerang, Banten, 15154","+62217312405","contact@yatsribtravel.com","www.yatsribdaarululum.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/232","Belum dihubungi",""
"127","PT. Indah Permata Permai","INDAH PERMATA PERMAI","Jakarta","Jl. Pacuan Kuda Raya No. 03 Rt.11/11 Rawamangun Pulo Gadung, Pulo Gadung, Jakarta Timur, DKI Jakarta, 13210","+622147863319","eks.anggota.himpuh@gmail.com","www.indahpermatatours.wixsite.com","Biro Perjalanan Wisata (BPW)","https://himpuh.or.id/daftar-anggota/detail/233","Belum dihubungi",""
"128","PT. Ziar Nida'ul Haramain","ZNH Travel","Jakarta","Jl. Kh. Abdullah Syafei No. 33 Rt. 012/009, Kel Bukit Duri, Tebet, Jakarta Selatan, DKI Jakarta, 12840","+622183705291","ziartours@yahoo.com, ziarnidaulharamain@gmail.com","-","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/234","Belum dihubungi",""
"129","PT. Jannah Firdaus Tour & Travel","JANNAH","Depok","Jl. Cinere Raya, Ruko Puri Niaga No. 11b Cinere  Cinere, Cinere, Depok, Jawa Barat, 16514","+62217532095","umrah.jafa@gmail.com","-","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/235","Belum dihubungi",""
"130","PT. Kindai Tour & Travel","Biro Perjalanan Wisata","Jakarta","Jl. Cilandak Bawah I, No.23 Cilandak Barat, Jakarta Selatan, Cilandak, Jakarta Selatan, DKI Jakarta, 12430","+62215704843","haji@kindaitoursandtravel.com, umroh@kindaitoursandtravel.com, umroh_haji@kindaitoursandtravel.com","www.kindaitoursandtravel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/237","Belum dihubungi",""
"131","PT. Kotapiring Kencana","Kencana Umrah","Jakarta","Jl. Pemuda - Komp. Ruko Graha Mas Pemuda Blok. Aa No. 19, Pulo Gadung, Jakarta Timur, DKI Jakarta, 13220","+622147860999","kotapiring.kencana@gmail.com","www.hajiumrahplus.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/238","Belum dihubungi",""
"132","PT. Farhan Surya Indah","Farhan Surya Indah Tour & Travel","Jakarta","Jl. Cipinang Jaya Raya Blok. A No. 7, Jatinegara, Jakarta Timur, DKI Jakarta, 13410","+62218577149","farhansuryaindah@gmail.com","www.farhan-surya-indah.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/241","Belum dihubungi",""
"133","PT. Mulia Wisata Abadi","Mulia Wisata Abadi","Jakarta","Jl. Raya Pondok Gede, Ruko Pondok Gede Indah no. 18E, Cipayung, Jakarta Timur, DKI Jakarta, 13810","+62218406665","muliawisata@yahoo.com","-","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/244","Belum dihubungi",""
"134","PT. Nur Ja'rona Travel","MJ Tavel","Jakarta","Jl. Nangka 1 Rt. 004/005 No. 48, Jagakarsa, Jakarta Selatan, DKI Jakarta, 12530","+622178847932","eks.anggota.himpuh@gmail.com","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/245","Belum dihubungi",""
"135","PT. Mutiara Qonita Wisata","Qonita Wisata","Tangerang","Perkantoran Mall WTC Matahari No.5825. Jl. Raya Serpong, Serpong Utara, Tangerang Selatan, Banten, 15326","+62215385331","mutiara_qw@yahoo.co.id, qonitawisata.mutiara@gmail.com","www.qonitawisata.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/249","Belum dihubungi",""
"136","PT. Tunas Armindo Wisata","Armindo Wisata","Jakarta","Sentra Timur Commercial Park 7 No. 7 Pulogadung, Jatinegara, Jakarta Timur, DKI Jakarta, 13350","+6202122859731","jkt.tunasarmindowisata@yahoo.co.id, tunas.wisata1@gmail.com","-","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/250","Belum dihubungi",""
"137","PT. Al Marhamah Cahaya Utama","Almarhamah","Jakarta","Mt. Haryono Square Office 01/09, Jl. Otista Raya No. 390, Jatinegara, Jakarta Timur, DKI Jakarta, 13330","+622129067285","al_marhamah13@yahoo.com","-","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/252","Belum dihubungi",""
"138","PT. Lazuardi Titian Wisata","Lazuardi Umrah & Hajj","Jakarta","Jl. Condet Raya No. 9a, Kramat Jati, Jakarta Timur, DKI Jakarta, 13530","+6281199777999","ptlazuardititianwisata@gmail.com","www.lazuardi-travel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/253","Belum dihubungi",""
"139","PT. Selaras Citanusa Wisata","SELARAS WISATA","Jakarta","Jl. Ciputat Raya No. 100A, , Kebayoran Lama, Jakarta Selatan, DKI Jakarta, 12240","+622129236202","info@selaraswisata.com","-","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/255","Belum dihubungi",""
"140","PT. Gesya Prima Biro Perjalanan Umum","PT. Gesya Tour & Travel","Jakarta","Jl. Cipinang Muara Raya No. 42a, Jatinegara, Jakarta Timur, DKI Jakarta, 13420","+622122832032","gesya_travel@yahoo.com","www.gesyatravel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/256","Belum dihubungi",""
